Time, Value
184,1115,-1,205247
184,1255,-1,205247
184,1393,-1,205247
184,153,-1,205247
184,1671,-1,205247
184,1811,-1,205247
184,1951,-1,205247
184,2088,-1,205247
184,223,-1,205247
184,2369,-1,205247
184,2506,-1,205247
184,2647,-1,205247
184,2786,-1,205247
184,2924,-1,205247
184,3065,-1,205247
184,3203,-1,205247
184,3343,-1,205247
184,3481,-1,205247
184,3622,-1,205247
184,3761,-1,205247
184,3899,-1,205247
184,4041,-1,205247
184,4179,-1,205247
184,4317,-1,205247
184,4457,-1,205247
184,4597,-1,205247
184,4737,-1,205247
184,4874,-1,205247
184,5015,-1,205247
184,5155,-1,205247
184,5292,-1,205247
184,5433,-1,114678
184,5575,-0,9493419
184,5713,-0,7295343
184,5852,-0,4213368
184,5992,-0,00916332
184,613,0,4754398
184,6271,0,9457146
184,641,1,410084
184,6549,1,869342
184,6687,2,322313
184,6827,2,766922
184,6967,3,208907
184,7104,3,650892
184,7244,4,081737
184,7383,4,512582
184,7522,4,943382
184,7663,5,374182
184,7802,5,808736
184,7943,6,256031
184,808,6,703325
184,8219,7,156892
184,8359,7,616043
184,8497,8,081206
184,8638,8,548292
184,8777,9,016126
184,8915,9,484173
184,9056,9,952678
184,9195,10,42184
184,9334,10,8892
184,9471,11,31366
184,9612,11,65938
184,9752,11,92599
184,9888,12,1381
185,003,12,27974
185,017,12,34476
185,0308,12,34476
185,0448,12,34476
185,0589,12,34476
185,0727,12,34476
185,0867,12,34476
185,1007,12,34476
185,1148,12,34476
185,1285,12,34476
185,1427,12,34476
185,1566,12,34476
185,1705,12,34476
185,1846,12,34476
185,1985,12,34476
185,2123,12,34476
185,2263,12,34476
185,2403,12,34476
185,2542,12,34476
185,2681,12,34476
185,2821,12,34476
185,296,12,34476
185,3099,12,34476
185,324,12,34476
185,3379,12,34476
185,3517,12,34476
185,3657,12,34476
185,3797,12,34476
185,3936,12,34476
185,4073,12,34476
185,4214,12,34476
185,4354,12,34476
185,4491,12,34476
185,4633,12,34476
185,4773,12,34476
185,4909,12,34476
185,505,12,34476
185,519,12,34476
185,5328,12,34476
185,5468,12,34476
185,5608,12,34476
185,5747,12,34476
185,5886,12,34476
185,6026,12,34476
185,6164,12,34476
185,6302,12,34476
185,6442,12,34476
185,6582,12,34476
185,6719,12,34476
185,686,12,34476
185,6999,12,34476
185,7139,12,34476
185,7276,12,34476
185,7417,12,34476
185,7556,12,34476
185,7693,12,34476
185,7835,12,34476
185,7974,12,34476
185,8112,12,34476
185,8253,12,34476
185,8391,12,34476
185,853,12,34476
185,867,12,34476
185,881,12,34476
185,8949,12,34476
185,9086,12,34476
185,9226,12,34476
185,9364,12,34476
185,9501,12,34476
185,9642,12,34476
185,978,12,34476
185,9917,12,34476
186,0056,12,34476
186,0194,12,34476
186,0332,12,34476
186,047,12,34476
186,0609,12,34476
186,0746,12,34476
186,0883,12,34476
186,1022,12,34476
186,1159,12,34476
186,1297,12,34476
186,1436,12,34476
186,1578,12,34476
186,1712,12,34476
186,185,12,34476
186,1987,12,34476
186,2124,12,34476
186,2264,12,34476
186,2403,12,34476
186,254,12,34476
186,2675,12,34476
186,2816,12,34476
186,2956,12,34476
186,3091,12,34476
186,3231,12,34476
186,3368,12,34476
186,3506,12,34476
186,3645,12,34476
186,3784,12,34476
186,3924,12,34476
186,406,12,34476
186,4197,12,34476
186,4335,12,34476
186,4472,12,34476
186,4612,12,34476
186,4751,12,34476
186,4886,12,34476
186,5026,12,34476
186,5167,12,34476
186,5303,12,34476
186,5444,12,34476
186,5583,12,34476
186,5723,12,34476
186,5862,12,34476
186,6003,12,34476
186,6139,12,34476
186,6277,12,34476
186,6416,12,34476
186,6554,12,34476
186,6691,12,34476
186,6832,12,34476
186,6969,12,34476
186,7106,12,34476
186,7246,12,34476
186,7385,12,34476
186,7524,12,34476
186,7665,12,34476
186,7804,12,34476
186,7943,12,34476
186,8081,12,34476
186,8221,12,34476
186,836,12,34476
186,8498,12,34476
186,8638,12,34476
186,8778,12,34476
186,8916,12,34476
186,9056,12,34476
186,9195,12,34476
186,9334,12,34476
186,9473,12,34476
186,9613,12,34476
186,9753,12,34476
186,989,12,34476
187,0031,12,34476
187,017,12,34476
187,0307,12,34476
187,0447,12,34476
187,0587,12,34476
187,0724,12,34476
187,0864,12,34476
187,1004,12,34476
187,1143,12,34476
187,1279,12,34476
187,1419,12,34476
187,1558,12,34476
187,1695,12,34476
187,1836,12,34476
187,1974,12,34476
187,2113,12,34476
187,2253,12,34476
187,2391,12,34476
187,2531,12,34476
187,2672,12,34476
187,281,12,34476
187,2949,12,34476
187,3086,12,34476
187,3225,12,34476
187,3363,12,34476
187,35,12,34476
187,3639,12,34476
187,3778,12,34476
187,3916,12,34476
187,4058,12,34476
187,4197,12,34476
187,4336,12,34476
187,4473,12,34476
187,4615,12,34476
187,4754,12,34476
187,4891,12,34476
187,5035,12,34476
187,5173,12,34476
187,5309,12,34476
187,5449,12,34476
187,5589,12,34476
187,5726,12,34476
187,5867,12,34476
187,6006,12,34476
187,6149,12,34476
187,6285,12,34476
187,6424,12,34476
187,6563,12,34476
187,6701,12,34476
187,6842,12,34476
187,6981,12,34476
187,7119,12,34476
187,726,12,34476
187,74,12,34476
187,7539,12,34476
187,7677,12,34476
187,7817,12,34476
187,7958,12,34476
187,8096,12,34476
187,8235,12,34476
187,8374,12,34476
187,8513,12,34476
187,8654,12,34476
187,8793,12,34476
187,893,12,34476
187,9071,12,34476
187,9211,12,34476
187,9348,12,34476
187,9486,12,34476
187,9627,12,34476
187,9766,12,34476
187,9904,12,34476
188,0045,12,34476
188,0184,12,34476
188,0322,12,34476
188,0464,12,34476
188,0602,12,34476
188,0743,12,34476
188,0879,12,34476
188,1019,12,34476
188,116,12,34476
188,1297,12,34476
188,1437,12,34476
188,1577,12,34476
188,1715,12,34476
188,1857,12,34476
188,1996,12,34476
188,2135,12,34476
188,2273,12,34476
188,2413,12,34476
188,2552,12,34476
188,2689,12,34476
188,2829,12,34476
188,2969,12,34476
188,3106,12,34476
188,3247,12,34476
188,3386,12,34476
188,3524,12,34476
188,3665,12,34476
188,3804,12,34476
188,3943,12,34476
188,4081,12,34476
188,4222,12,34476
188,4361,12,34476
188,45,12,34476
188,4641,12,34476
188,4779,12,34476
188,4917,12,34476
188,5058,12,34476
188,5198,12,34476
188,5338,12,34476
188,5474,12,34476
188,5615,12,34476
188,5755,12,34476
188,5892,12,34476
188,6032,12,34476
188,6172,12,34476
188,6312,12,34476
188,6451,12,34476
188,659,12,34476
188,6728,12,34476
188,6869,12,34476
188,7007,12,34476
188,7147,12,34476
188,7283,12,34476
188,7423,12,34476
188,7563,12,34476
188,7701,12,34476
188,7841,12,34476
188,7978,12,34476
188,8115,12,34476
188,8256,12,34476
188,8396,12,34476
188,8535,12,34476
188,8672,12,34476
188,8813,12,34476
188,8953,12,34476
188,9092,12,34476
188,9231,12,34476
188,9371,12,34476
188,9509,12,34476
188,9648,12,34476
188,9788,12,34476
188,9963,12,34476
189,0069,12,34476
189,0206,12,34476
189,0345,12,34476
189,0483,12,34476
189,0623,12,34476
189,0763,12,34476
189,0901,12,34476
189,1041,12,34476
189,1181,12,34476
189,132,12,34476
189,146,12,34476
189,1599,12,34476
189,1738,12,34476
189,1875,12,34476
189,2017,12,34476
189,2156,12,34476
189,2295,12,34476
189,2435,12,34476
189,2574,12,34476
189,2712,12,34476
189,2853,12,34476
189,2993,12,34476
189,313,12,34476
189,3271,12,34476
189,341,12,34476
189,3549,12,34476
189,3686,12,34476
189,3827,12,34476
189,3967,12,34476
189,4105,12,34476
189,4247,12,34476
189,4388,12,34476
189,4526,12,34476
189,4669,12,34476
189,4808,12,34476
189,4947,12,34476
189,5085,12,34476
189,5227,12,34476
189,5365,12,34476
189,5504,12,34476
189,5644,12,34476
189,5783,12,34476
189,5921,12,34476
189,6062,12,34476
189,62,12,34476
189,6342,12,34476
189,6481,12,34476
189,6618,12,34476
189,6759,12,34476
189,6896,12,34476
189,7036,12,34476
189,7176,12,34476
189,7313,12,34476
189,7454,12,34476
189,7595,12,34476
189,7735,12,34476
189,7869,12,34476
189,8011,12,34476
189,815,12,34476
189,8289,12,34476
189,8429,12,34476
189,8569,12,34476
189,8705,12,34476
189,8848,12,34476
189,8986,12,34476
189,9127,12,34476
189,9265,12,34476
189,9407,12,34476
189,9543,12,34476
189,9681,12,34476
189,9822,12,34476
189,996,12,34476
190,0099,12,34476
190,0239,12,34476
190,0378,12,34476
190,0518,12,34476
190,0658,12,34476
190,0795,12,34476
190,0936,12,34476
190,1074,12,34476
190,1214,12,34476
190,1354,12,34476
190,1491,12,34476
190,1632,12,34476
190,1771,12,34476
190,191,12,34476
190,2049,12,34476
190,2189,12,34476
190,2326,12,34476
190,2466,12,34476
190,2606,12,34476
190,2746,12,34476
190,2882,12,34476
190,3025,12,34476
190,3163,12,34476
190,3301,12,34476
190,3441,12,34476
190,358,12,34476
190,3719,12,34476
190,386,12,34476
190,3999,12,34476
190,4138,12,34476
190,4276,12,34476
190,4417,12,34476
190,4556,12,34476
190,4693,12,34476
190,4836,12,34476
190,4977,12,34476
190,5115,12,34476
190,5255,12,34476
190,5392,12,34476
190,5529,12,34476
190,5668,12,34476
190,5807,12,34476
190,5948,12,34476
190,6084,12,34476
190,6225,12,34476
190,6363,12,34476
190,6503,12,34476
190,6643,12,34476
190,6781,12,34476
190,6917,12,34476
190,7058,12,34476
190,7197,12,34476
190,7335,12,34476
190,7474,12,34476
190,7614,12,34476
190,7754,12,34476
190,7892,12,34476
190,8033,12,34476
190,8172,12,34476
190,8309,12,34476
190,845,12,34476
190,8588,12,34476
190,8726,12,34476
190,8866,12,34476
190,9007,12,34476
190,9146,12,34476
190,9284,12,34476
190,9424,12,34476
190,9564,12,34476
190,9701,12,34476
190,9842,12,34476
190,9981,12,34476
191,0118,12,34476
191,0258,12,34476
191,0398,12,34476
191,0537,12,34476
191,0675,12,34476
191,0817,12,34476
191,0954,12,34476
191,1093,12,34476
191,1233,12,34476
191,1371,12,34476
191,151,12,34476
191,165,12,34476
191,1789,12,34476
191,1928,12,34476
191,2068,12,34476
191,2206,12,34476
191,2345,12,34476
191,2481,12,34476
191,2621,12,34476
191,2759,12,34476
191,2897,12,34476
191,3036,12,34476
191,3174,12,34476
191,3312,12,34476
191,3452,12,34476
191,3592,12,34476
191,373,12,34476
191,3869,12,34476
191,401,12,34476
191,4148,12,34476
191,4286,12,34476
191,4427,12,34476
191,4566,12,34476
191,4703,12,34476
191,4845,12,34476
191,4984,12,34476
191,5121,12,34476
191,5264,12,34476
191,5405,12,34476
191,5545,12,34476
191,5683,12,34476
191,5823,12,34476
191,5963,12,34476
191,6099,12,34476
191,624,12,34476
191,638,12,34476
191,6516,12,34476
191,6659,12,34476
191,6798,12,34476
191,6937,12,34476
191,7075,12,34476
191,7215,12,34476
191,7354,12,34476
191,7493,12,34476
191,7632,12,34476
191,7772,12,34476
191,7911,12,34476
191,8052,12,34476
191,8191,12,34476
191,8329,12,34476
191,847,12,34476
191,8609,12,34476
191,8747,12,34476
191,8886,12,34476
191,9026,12,34476
191,9167,12,34476
191,9303,12,34476
191,9444,12,34476
191,9584,12,34476
191,9722,12,34476
191,9862,12,34476
192,0002,12,34476
192,0141,12,34476
192,0279,12,34476
192,042,12,34476
192,0561,12,34476
192,0698,12,34476
192,0839,12,34476
192,0978,12,34476
192,1116,12,34476
192,1256,12,34476
192,1396,12,34476
192,1535,12,34476
192,1672,12,34476
192,1814,12,34476
192,1953,12,34476
192,2091,12,34476
192,2232,12,34476
192,2371,12,34476
192,2509,12,34476
192,2649,12,34476
192,2789,12,34476
192,2926,12,34476
192,3068,12,34476
192,3206,12,34476
192,3346,12,34476
192,3484,12,34476
192,3625,12,34476
192,3762,12,34476
192,39,12,34476
192,404,12,34476
192,4179,12,34476
192,4317,12,34476
192,4458,12,34476
192,4596,12,34476
192,4736,12,34476
192,4873,12,34476
192,5014,12,34476
192,5154,12,34476
192,5292,12,34476
192,5434,12,34476
192,5572,12,34476
192,5708,12,34476
192,5849,12,34476
192,5988,12,34476
192,6126,12,34476
192,6267,12,34476
192,6406,12,34476
192,6545,12,34476
192,6685,12,34476
192,6824,12,34476
192,6963,12,34476
192,7101,12,34476
192,7241,12,34476
192,738,12,34476
192,7518,12,34476
192,7659,12,34476
192,7798,12,34476
192,7937,12,34476
192,8075,12,34476
192,8217,12,34476
192,8355,12,34476
192,8494,12,34476
192,8635,12,34476
192,8774,12,34476
192,8912,12,34476
192,9053,12,34476
192,9191,12,34476
192,9331,12,34476
192,9471,12,34476
192,961,12,34476
192,975,12,34476
192,9887,12,34476
193,0028,12,34476
193,0167,12,34476
193,0306,12,34476
193,0446,12,34476
193,0586,12,34476
193,0724,12,34476
193,0865,12,34476
193,1008,12,34476
193,1146,12,34476
193,1285,12,34476
193,1427,12,34476
193,1567,12,34476
193,1704,12,34476
193,1846,12,34476
193,1986,12,34476
193,2124,12,34476
193,2265,12,34476
193,2404,12,34476
193,2543,12,34476
193,2681,12,34476
193,2823,12,34476
193,2962,12,34476
193,3098,12,34476
193,3238,12,34476
193,3377,12,34476
193,3515,12,34476
193,3656,12,34476
193,3795,12,34476
193,3934,12,34476
193,4073,12,34476
193,4212,12,34476
193,4353,12,34476
193,449,12,34476
193,4629,12,34476
193,4771,12,34476
193,4908,12,34476
193,5048,12,34476
193,5188,12,34476
193,5325,12,34476
193,5465,12,34476
193,5605,12,34476
193,5744,12,34476
193,5883,12,34476
193,6023,12,34476
193,6162,12,34476
193,6301,12,34476
193,644,12,34476
193,6579,12,34476
193,6717,12,34476
193,686,12,34476
193,6999,12,34476
193,7137,12,34476
193,7276,12,34476
193,7416,12,34476
193,7555,12,34476
193,7693,12,34476
193,7834,12,34476
193,7973,12,34476
193,8111,12,34476
193,8252,12,34476
193,8391,12,34476
193,8529,12,34476
193,867,12,34476
193,881,12,34476
193,8948,12,34476
193,9086,12,34476
193,9226,12,34476
193,9365,12,34476
193,9503,12,34476
193,9645,12,34476
193,9783,12,34476
193,992,12,34476
194,0062,12,34476
194,0201,12,34476
194,0341,12,34476
194,0479,12,34476
194,0621,12,34476
194,0762,12,34476
194,0901,12,34476
194,1042,12,34476
194,1179,12,34476
194,1314,12,34476
194,1452,12,34476
194,159,12,34476
194,1726,12,34476
194,1866,12,34476
194,2005,12,34476
194,2143,12,34476
194,228,12,34476
194,242,12,34476
194,256,12,34476
194,2697,12,34476
194,2837,12,34476
194,2976,12,34476
194,3114,12,34476
194,3254,12,34476
194,3392,12,34476
194,3531,12,34476
194,3671,12,34476
194,381,12,34476
194,3949,12,34476
194,4088,12,34476
194,4228,12,34476
194,4366,12,34476
194,4506,12,34476
194,4646,12,34476
194,4785,12,34476
194,4922,12,34476
194,5065,12,34476
194,5202,12,34476
194,5342,12,34476
194,548,12,34476
194,5621,12,34476
194,576,12,34476
194,5899,12,34476
194,6039,12,34476
194,6179,12,34476
194,6316,12,34476
194,6459,12,34476
194,6598,12,34476
194,6736,12,34476
194,6874,12,34476
194,7016,12,34476
194,7155,12,34476
194,7292,12,34476
194,7433,12,34476
194,7572,12,34476
194,771,12,34476
194,785,12,34476
194,7989,12,34476
194,8127,12,34476
194,8268,12,34476
194,8407,12,34476
194,8546,12,34476
194,8685,12,34476
194,8825,12,34476
194,8964,12,34476
194,9103,12,34476
194,9243,12,34476
194,9383,12,34476
194,9521,12,34476
194,9662,12,34476
194,9801,12,34476
194,9941,12,34476
195,0079,12,34476
195,022,12,34476
195,036,12,34476
195,0498,12,34476
195,0639,12,34476
195,0779,12,34476
195,0917,12,34476
195,1058,12,34476
195,1197,12,34476
195,1337,12,34476
195,1474,12,34476
195,1615,12,34476
195,1755,12,34476
195,1893,12,34476
195,2034,12,34476
195,2173,12,34476
195,2311,12,34476
195,2452,12,34476
195,2593,12,34476
195,2731,12,34476
195,287,12,34476
195,3011,12,34476
195,315,12,34476
195,3286,12,34476
195,3428,12,34476
195,3566,12,34476
195,3705,12,34476
195,3846,12,34476
195,3985,12,34476
195,4123,12,34476
195,4264,12,34476
195,4403,12,34476
195,4543,12,34476
195,468,12,34476
195,482,12,34476
195,496,12,34476
195,5098,12,34476
195,5238,12,34476
195,5377,12,34476
195,5515,12,34476
195,5656,12,34476
195,5795,12,34476
195,5933,12,34476
195,6073,12,34476
195,6214,12,34476
195,6353,12,34476
195,649,12,34476
195,6631,12,34476
195,677,12,34476
195,6908,12,34476
195,7049,12,34476
195,7188,12,34476
195,7328,12,34476
195,7467,12,34476
195,7606,12,34476
195,7745,12,34476
195,7882,12,34476
195,8023,12,34476
195,8163,12,34476
195,8301,12,34476
195,8441,12,34476
195,8581,12,34476
195,8718,12,34476
195,886,12,34476
195,9,12,34476
195,9138,12,34476
195,9277,12,34476
195,9418,12,34476
195,9556,12,34476
195,9696,12,34476
195,9836,12,34476
195,9975,12,34476
196,0113,12,34476
196,0254,12,34476
196,0394,12,34476
196,0532,12,34476
196,0676,12,34476
196,0816,12,34476
196,0953,12,34476
196,1091,12,34476
196,1231,12,34476
196,1368,12,34476
196,1507,12,34476
196,1646,12,34476
196,1786,12,34476
196,1924,12,34476
196,2064,12,34476
196,2202,12,34476
196,2341,12,34476
196,2479,12,34476
196,262,12,34476
196,2759,12,34476
196,2899,12,34476
196,3037,12,34476
196,3176,12,34476
196,3315,12,34476
196,3455,12,34476
196,3594,12,34476
196,3732,12,34476
196,3872,12,34476
196,4069,12,34476
196,4152,12,34476
196,4304,12,34476
196,4444,12,34476
196,4581,12,34476
196,4716,12,34476
196,4855,12,34476
196,4991,12,34476
196,5127,12,34476
196,5268,12,34476
196,5405,12,34476
196,5543,12,34476
196,5681,12,34476
196,5821,12,34476
196,5959,12,34476
196,6097,12,34476
196,6238,12,34476
196,6377,12,34476
196,6514,12,34476
196,6656,12,34476
196,6795,12,34476
196,6931,12,34476
196,7071,12,34476
196,7211,12,34476
196,7348,12,34476
196,7487,12,34476
196,7628,12,34476
196,7766,12,34476
196,7905,12,34476
196,8045,12,34476
196,8184,12,34476
196,8323,12,34476
196,8463,12,34476
196,8603,12,34476
196,8743,12,34476
196,8881,12,34476
196,9021,12,34476
196,9161,12,34476
196,9299,12,34476
196,9439,12,34476
196,9579,12,34476
196,9717,12,34476
196,9857,12,34476
196,9999,12,34476
197,0136,12,34476
197,0275,12,34476
197,0415,12,34476
197,0554,12,34476
197,0691,12,34476
197,0832,12,34476
197,0972,12,34476
197,111,12,34476
197,1251,12,34476
197,1393,12,34476
197,1528,12,34476
197,1669,12,34476
197,1808,12,34476
197,1948,12,34476
197,2085,12,34476
197,2225,12,34476
197,2365,12,34476
197,2504,12,34476
197,2645,12,34476
197,2783,12,34476
197,292,12,34476
197,3062,12,34476
197,32,12,34476
197,334,12,34476
197,3478,12,34476
197,3619,12,34476
197,3759,12,34476
197,3895,12,34476
197,4037,12,34476
197,4177,12,34476
197,4315,12,34476
197,4455,12,34476
197,4594,12,34476
197,4732,12,34476
197,4874,12,34476
197,5016,12,34476
197,5156,12,34476
197,5294,12,34476
197,5436,12,34476
197,5574,12,34476
197,5715,12,34476
197,5854,12,34476
197,5991,12,34476
197,6128,12,34476
197,6269,12,34476
197,6409,12,34476
197,6548,12,34476
197,6685,12,34476
197,6826,12,34476
197,6965,12,34476
197,7102,12,34476
197,7244,12,34476
197,7383,12,34476
197,7521,12,34476
197,7661,12,34476
197,78,12,34476
197,7938,12,34476
197,8077,12,34476
197,8218,12,34476
197,8357,12,34476
197,8495,12,34476
197,8635,12,34476
197,8776,12,34476
197,8913,12,34476
197,9054,12,34476
197,9193,12,34476
197,9331,12,34476
197,9471,12,34476
197,9611,12,34476
197,9749,12,34476
197,9888,12,34476
198,0028,12,34476
198,0167,12,34476
198,0306,12,34476
198,0446,12,34476
198,0586,12,34476
198,0722,12,34476
198,0863,12,34476
198,1003,12,34476
198,1143,12,34476
198,1281,12,34476
198,1421,12,34476
198,1561,12,34476
198,1698,12,34476
198,1839,12,34476
198,1979,12,34476
198,2118,12,34476
198,2257,12,34476
198,2397,12,34476
198,2535,12,34476
198,2674,12,34476
198,2814,12,34476
198,2953,12,34476
198,3092,12,34476
198,3233,12,34476
198,3371,12,34476
198,3509,12,34476
198,365,12,34476
198,3789,12,34476
198,3927,12,34476
198,4068,12,34476
198,4207,12,34476
198,4346,12,34476
198,4484,12,34476
198,4624,12,34476
198,4764,12,34476
198,4902,12,34476
198,5041,12,34476
198,5181,12,34476
198,5319,12,34476
198,546,12,34476
198,5599,12,34476
198,5738,12,34476
198,5875,12,34476
198,6017,12,34476
198,6156,12,34476
198,6293,12,34476
198,6434,12,34476
198,6573,12,34476
198,6712,12,34476
198,6852,12,34476
198,6992,12,34476
198,7129,12,34476
198,7269,12,34476
198,7409,12,34476
198,7548,12,34476
198,7688,12,34476
198,7827,12,34476
198,7967,12,34476
198,8105,12,34476
198,8245,12,34476
198,8383,12,34476
198,8521,12,34476
198,8662,12,34476
198,8802,12,34476
198,8942,12,34476
198,908,12,34476
198,922,12,34476
198,9359,12,34476
198,9498,12,34476
198,9638,12,34476
198,9777,12,34476
198,9915,12,34476
199,0056,12,34476
199,0195,12,34476
199,0333,12,34476
199,0474,12,34476
199,0613,12,34476
199,0753,12,34476
199,0891,12,34476
199,1032,12,34476
199,1171,12,34476
199,1308,12,34476
199,1449,12,34476
199,159,12,34476
199,1728,12,34476
199,1867,12,34476
199,2006,12,34476
199,2146,12,34476
199,2284,12,34476
199,2425,12,34476
199,2564,12,34476
199,2703,12,34476
199,2843,12,34476
199,2982,12,34476
199,3119,12,34476
199,326,12,34476
199,3399,12,34476
199,3538,12,34476
199,3676,12,34476
199,3817,12,34476
199,3956,12,34476
199,4095,12,34476
199,4235,12,34476
199,4374,12,34476
199,4514,12,34476
199,4654,12,34476
199,4793,12,34476
199,4931,12,34476
199,5071,12,34476
199,521,12,34476
199,535,12,34476
199,5488,12,34476
199,5629,12,34476
199,5767,12,34476
199,5905,12,34476
199,6047,12,34476
199,6186,12,34476
199,6323,12,34476
199,6463,12,34476
199,6604,12,34476
199,6742,12,34476
199,688,12,34476
199,7021,12,34476
199,7161,12,34476
199,7298,12,34476
199,744,12,34476
199,7578,12,34476
199,7719,12,20953
199,7858,11,96847
199,7997,11,57561
199,8136,11,08622
199,8273,10,60554
199,8414,10,12485
199,8553,9,648306
199,8691,9,173652
199,8832,8,698997
199,8971,8,226861
199,911,7,757669
199,9251,7,292078
199,9391,6,828578
199,9527,6,368465
199,9667,5,909039
199,9807,5,449567
199,9948,4,990218
200,0084,4,530715
200,0226,4,07129
200,0363,3,611894
200,0503,3,152468
200,0643,2,692996
200,0783,2,2336
200,0924,1,774174
200,1063,1,314748
200,1201,0,8554287
200,1341,0,3960331
200,1478,-0,06336254
200,1618,-0,5227122
200,1759,-0,9814976
200,1896,-1,439199
200,2036,-1,896901
200,2177,-2,35207
200,2314,-2,805606
200,2455,-3,25722
200,2594,-3,70839
200,2732,-4,159333
200,2872,-4,610107
200,3013,-5,060835
200,3151,-5,511075
200,3289,-5,959271
200,3429,-6,406444
200,3568,-6,852381
200,3705,-7,297143
200,3847,-7,741936
200,3986,-8,185477
200,4124,-8,628241
200,4265,-9,070317
200,4406,-9,512394
200,4545,-9,954364
200,468,-10,39633
200,4822,-10,83771
200,4961,-11,27769
200,5099,-11,7175
200,524,-12,1573
200,5378,-12,5972
200,5517,-13,03692
200,5656,-13,47628
200,5798,-13,91526
200,5936,-14,35083
200,6074,-14,78661
200,6214,-15,22236
200,6354,-15,65812
200,6492,-16,09375
200,6633,-16,52897
200,6773,-16,93888
200,691,-17,17673
200,7051,-17,39844
200,719,-17,59419
200,7328,-17,73844
200,7468,-17,82539
200,7608,-17,87235
200,7747,-17,87235
200,7887,-17,87235
200,8025,-17,87235
200,8165,-17,87235
200,8303,-17,87235
200,8443,-17,87235
200,8583,-17,87235
200,872,-17,87235
200,8862,-17,87235
200,9001,-17,87235
200,914,-17,87235
200,9278,-17,87235
200,942,-17,87235
200,9558,-17,87235
200,9696,-17,87235
200,9837,-17,87235
200,9976,-17,87235
201,0114,-17,87235
201,0255,-17,87235
201,0395,-17,87235
201,0533,-17,87235
201,0673,-17,87235
201,0812,-17,87235
201,0952,-17,87235
201,109,-17,87235
201,1231,-17,87235
201,1369,-17,87235
201,1507,-17,87235
201,1649,-17,87235
201,1786,-17,87235
201,1925,-17,87235
201,2066,-17,87235
201,2205,-17,87235
201,2345,-17,87235
201,2483,-17,87235
201,2623,-17,87235
201,2764,-17,87235
201,2902,-17,87235
201,3042,-17,87235
201,3181,-17,87235
201,332,-17,87235
201,346,-17,87235
201,36,-17,87235
201,3738,-17,87235
201,3875,-17,87235
201,4017,-17,87235
201,4155,-17,87235
201,4292,-17,87235
201,4433,-17,87235
201,4572,-17,87235
201,471,-17,87235
201,4851,-17,87235
201,499,-17,87235
201,5127,-17,87235
201,5268,-17,87235
201,5406,-17,87235
201,5548,-17,87235
201,5683,-17,87235
201,5824,-17,87235
201,5963,-17,87235
201,6102,-17,87235
201,6242,-17,87235
201,6382,-17,87235
201,6519,-17,87235
201,666,-17,87235
201,6799,-17,87235
201,6939,-17,87235
201,7078,-17,87235
201,7217,-17,87235
201,7356,-17,87235
201,7494,-17,87235
201,7635,-17,87235
201,7775,-17,87235
201,7911,-17,87235
201,8054,-17,87235
201,8191,-17,87235
201,8328,-17,87235
201,8468,-17,87235
201,8606,-17,87235
201,8746,-17,87235
201,8884,-17,87235
201,9024,-17,87235
201,9164,-17,87235
201,9302,-17,87235
201,9443,-17,87235
201,9583,-17,87235
201,972,-17,87235
201,9861,-17,87235
202,0002,-17,87235
202,0141,-17,87235
202,0278,-17,87235
202,0419,-17,87235
202,0558,-17,87235
202,0696,-17,87235
202,0838,-17,87235
202,0977,-17,87235
202,1115,-17,87235
202,1255,-17,87235
202,1396,-17,87235
202,1532,-17,87235
202,1673,-17,87235
202,1812,-17,87235
202,1951,-17,87235
202,209,-17,87235
202,2231,-17,87235
202,2369,-17,87235
202,2508,-17,87235
202,2649,-17,87235
202,2789,-17,87235
202,2926,-17,87235
202,3067,-17,87235
202,3206,-17,87235
202,3346,-17,87235
202,3483,-17,87235
202,3624,-17,87235
202,3762,-17,87235
202,3901,-17,87235
202,4041,-17,87235
202,4181,-17,87235
202,4318,-17,87235
202,4459,-17,87235
202,4599,-17,87235
202,4738,-17,87235
202,4875,-17,87235
202,5016,-17,87235
202,5156,-17,87235
202,5293,-17,87235
202,5434,-17,87235
202,5573,-17,87235
202,5712,-17,87235
202,5853,-17,87235
202,5995,-17,87235
202,6131,-17,87235
202,6272,-17,87235
202,641,-17,87235
202,655,-17,87235
202,6688,-17,87235
202,6828,-17,87235
202,6967,-17,87235
202,7105,-17,87235
202,7247,-17,87235
202,7385,-17,87235
202,7523,-17,87235
202,7665,-17,87235
202,7804,-17,87235
202,7943,-17,87235
202,808,-17,87235
202,8223,-17,87235
202,8362,-17,87235
202,8499,-17,87235
202,8639,-17,87235
202,8779,-17,87235
202,8917,-17,87235
202,9057,-17,87235
202,9197,-17,87235
202,9338,-17,87235
202,9475,-17,87235
202,9615,-17,87235
202,9756,-17,87235
202,9895,-17,87235
203,0038,-17,87235
203,0177,-17,87235
203,0314,-17,87235
203,0455,-17,87235
203,0594,-17,87235
203,0731,-17,87235
203,0872,-17,87235
203,101,-17,87235
203,1149,-17,87235
203,1285,-17,87235
203,1427,-17,87235
203,1565,-17,87235
203,1702,-17,87235
203,1843,-17,87235
203,1981,-17,87235
203,2119,-17,87235
203,2265,-17,87235
203,2402,-17,87235
203,2538,-17,87235
203,2675,-17,87235
203,2816,-17,87235
203,2955,-17,87235
203,3093,-17,87235
203,3233,-17,87235
203,3373,-17,87235
203,351,-17,87235
